CaseDate,CaseNo,Document,CaseUniqueID,IssueCR,IssueCI,OutcomeU_,OutcomeU,JudgeA,JudgeB,JudgeC,JudgeD,JudgeE,JudgeF,JudgeG,JudgeH,JudgeI,JudgeJ,JudgeK,JudgeL,JudgeM,JudgeN,JudgeO
2019-08-23,781,PartialD,326,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-08-23,781,PartialD,327,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-08-23,782,C,328,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-08-23,782,C,329,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-08-23,782,PartialCPartialD,330,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-08-23,782,PartialCPartialD,331,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-08-23,782,PartialCPartialD,332,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-08-23,782,PartialCPartialD,333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-08-23,782,PartialD,334,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-23,782,PartialD,335,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-23,782,PartialD,336,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-08-23,782,PartialD,337,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-08-23,783,C,338,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2019-08-23,783,C,339,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-08-23,783,C,340,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2019-08-23,783,PartialCPartialD,341,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-08-23,783,PartialD,342,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-23,783,PartialD,343,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-23,783,PartialD,344,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
